2.0778e-04,-2.1780e-04,6.7454e-04,1.0280e-04,-1.0445e-04,1.3600e-04,2.1399e-04,-6.0140e-05,4.4605e-04,-4.6872e-04,
-1.8442e-03,-2.9229e-03,3.7639e-03,4.5575e-03,-1.3432e-03,3.1152e-03,-1.3483e-03,9.5237e-04,-3.3729e-03,-9.1568e-04,
-6.3473e-03,-1.9489e-02,2.5196e-02,1.8659e-02,-1.7755e-02,3.0069e-02,-2.3181e-02,7.4369e-03,-1.4035e-02,-6.7770e-04,
8.2065e-03,-1.8845e-02,1.1657e-02,1.5037e-02,-3.0764e-02,1.2209e-02,-6.9136e-03,1.2028e-02,-8.9276e-03,6.3712e-03,
-4.9545e-03,-2.9395e-02,-1.1913e-02,2.2903e-02,-8.5123e-03,3.0015e-02,-1.4251e-02,2.0703e-02,-9.9412e-04,-4.3423e-03,
-1.8583e-02,-1.3878e-03,-1.8010e-02,7.9910e-03,-3.3395e-02,6.0287e-02,-1.9648e-02,3.5408e-02,-4.4470e-03,-8.7019e-03,
-7.8245e-03,-7.1417e-03,-6.1356e-03,-3.7818e-03,-1.0158e-02,2.3622e-02,-4.9717e-03,2.7833e-02,-1.4266e-02,1.2474e-03,
-4.0457e-05,-1.8907e-03,-1.6510e-03,-1.0553e-03,1.2504e-03,-3.1792e-04,-3.1087e-04,7.7800e-03,-9.1455e-04,-1.3837e-03,
-1.8038e-04,-1.8307e-04,-7.1548e-06,1.6507e-04,-1.0138e-04,-3.1873e-04,-1.4124e-04,-5.2603e-05,9.7258e-05,-2.9136e-04,
-6.5600e-03,-1.9074e-02,1.7805e-02,1.8809e-02,-5.5056e-03,7.9184e-03,-1.2459e-02,-5.4129e-03,6.6857e-04,5.3386e-03,
9.1326e-03,-5.3817e-02,2.5566e-02,1.3756e-02,-3.8942e-02,2.9406e-02,-1.7741e-02,-2.2322e-03,1.5887e-02,2.0055e-02,
1.1527e-02,6.7338e-04,7.7853e-03,-1.3789e-02,-4.4958e-03,1.6252e-02,8.2208e-03,4.6636e-03,-2.5411e-02,-5.5135e-03,
1.6067e-02,2.2627e-02,1.5433e-02,6.8684e-03,-2.0680e-02,-4.7410e-03,-3.1115e-02,2.0641e-02,-2.7165e-02,9.1905e-04,
2.0304e-02,2.8181e-03,-1.5417e-02,2.0740e-02,-4.4067e-02,-1.2636e-02,-4.1275e-02,2.1807e-02,2.9137e-02,1.9174e-02,
-7.1035e-03,-1.2725e-02,-7.7974e-03,3.6397e-03,1.1573e-03,-3.3838e-03,-8.5905e-03,2.0868e-02,9.0626e-04,1.3060e-02,
-1.0117e-03,-2.0993e-03,-3.8593e-04,-1.4631e-04,2.7722e-03,-1.4864e-03,-9.1415e-04,4.9627e-03,-1.7362e-03,-7.8860e-04,
-5.7466e-05,4.0322e-04,3.3727e-04,-4.4014e-04,-8.9820e-05,5.8629e-04,2.1757e-04,-2.8168e-04,-5.1097e-04,7.7891e-04,
4.3292e-03,-8.1014e-03,9.7246e-03,-1.0102e-02,-5.5999e-03,1.2553e-02,-1.4558e-02,-1.5743e-02,1.1435e-02,1.3255e-02,
2.1004e-02,-1.1529e-02,-1.5299e-02,-6.5612e-02,1.8654e-03,3.8538e-02,1.5639e-02,-4.7158e-02,2.6340e-02,3.6808e-02,
-9.7643e-03,6.8586e-02,-2.4832e-02,-3.3955e-02,3.0931e-02,7.9154e-03,5.3018e-03,-3.6324e-02,-6.3352e-03,-1.9345e-03,
-2.4602e-02,6.2437e-02,1.7088e-02,3.2788e-02,-9.5205e-03,-4.4444e-02,-4.3431e-02,1.9555e-03,-5.5847e-03,1.4406e-02,
3.3508e-02,-2.6867e-03,-2.9501e-03,-7.0409e-04,-6.8336e-03,-7.9441e-02,-5.0236e-02,1.2761e-02,3.5853e-02,6.2550e-02,
9.6685e-03,-1.4172e-02,-3.7493e-03,-7.7741e-03,1.4841e-02,-2.6088e-02,-1.1870e-02,1.0501e-02,5.6852e-03,2.3273e-02,
-8.6386e-05,-5.8449e-04,3.9196e-04,-3.9165e-05,7.6125e-04,-7.2256e-04,-5.8742e-04,2.8918e-04,-1.8979e-04,-1.2369e-04,
-7.6437e-04,-6.6638e-04,-1.6822e-04,1.4963e-04,2.2607e-04,-4.2046e-04,1.8385e-04,8.7982e-05,-3.1086e-05,2.9783e-04,
1.7701e-02,3.1648e-03,-7.7271e-03,-1.6832e-02,1.6916e-02,2.0498e-02,-2.6954e-03,-1.4191e-02,-1.2175e-02,-3.9711e-03,
1.7405e-02,6.7105e-03,-5.3152e-02,-6.3006e-02,3.5700e-02,4.1792e-02,2.2806e-02,-3.4054e-02,1.4382e-03,2.3508e-02,
-4.6860e-02,3.7537e-02,-5.0772e-02,1.9502e-03,3.2942e-03,2.4050e-02,-1.2187e-02,-2.0323e-02,4.1300e-02,2.2805e-02,
-6.2945e-02,3.1408e-02,1.2946e-03,2.6379e-02,-9.9480e-03,-8.0243e-03,-3.3480e-02,1.1402e-02,2.4109e-02,1.8748e-02,
4.7139e-03,-5.1992e-03,-8.3452e-03,-3.5990e-02,3.1421e-02,-2.3482e-02,-3.8900e-02,2.6295e-02,-9.2201e-03,5.8454e-02,
2.9142e-02,-1.7508e-02,-9.8427e-03,-2.0917e-02,3.3269e-02,-1.9347e-02,-1.7450e-02,2.0495e-02,-1.8466e-02,2.1391e-02,
-5.3606e-05,-4.6905e-04,5.7518e-04,7.0273e-04,4.7780e-04,-5.6580e-05,-4.7729e-04,-2.1478e-04,-3.9934e-04,-1.4088e-04,
-2.7798e-04,1.4936e-04,1.4681e-04,3.7700e-04,-4.3109e-04,-5.6784e-05,3.5497e-04,-5.9229e-04,1.6171e-04,4.1317e-04,
2.2744e-02,-7.0501e-03,-9.9716e-03,-9.5009e-03,3.6513e-02,-1.7174e-03,7.2098e-03,-9.1829e-04,-2.0549e-02,-1.6813e-02,
2.9160e-02,-1.0157e-02,-4.1294e-02,-3.4961e-02,4.3808e-02,-2.6309e-03,3.9947e-02,1.2932e-02,-7.0087e-03,-3.0167e-02,
-4.9965e-02,7.1726e-03,-1.4113e-02,-7.2958e-03,4.1533e-03,-1.4943e-02,1.9090e-02,2.6073e-02,4.3631e-02,-1.6190e-02,
-6.2412e-02,1.9956e-02,-6.1796e-03,2.9687e-02,2.0002e-02,-2.1074e-02,1.3410e-02,2.9614e-02,1.3869e-02,-3.5396e-02,
-9.2410e-03,-2.1564e-02,-4.0079e-02,1.9598e-02,4.2450e-02,-2.4755e-03,6.9967e-03,3.2079e-02,-4.8326e-02,1.9694e-02,
2.7642e-02,-2.3379e-02,-1.9855e-02,-4.9676e-03,2.2362e-02,-7.1679e-05,-4.7881e-03,2.1507e-02,-2.9405e-02,1.0713e-02,
1.7164e-04,1.3076e-04,9.3535e-04,3.4306e-04,-1.8305e-04,-1.7844e-04,-1.6524e-04,-3.0078e-04,5.7265e-05,-2.3977e-04,
1.9016e-06,-4.5872e-04,-1.1181e-05,-6.5165e-04,1.9421e-03,-2.6164e-04,-1.1029e-06,-1.4015e-04,-1.5373e-04,-6.0720e-04,
1.0185e-02,-1.6966e-02,-2.2658e-03,-5.8344e-03,3.9784e-02,-9.7602e-03,-2.4087e-03,-6.8998e-04,-2.7226e-03,-9.7430e-03,
4.7176e-02,-2.2624e-02,8.4366e-04,-4.0515e-02,1.8409e-02,-5.1387e-02,5.0454e-02,-4.0319e-03,5.4932e-02,-5.3820e-02,
